transaction_id,transaction_ts,transaction_date,transaction_hour,amount,currency_code,transaction_type,transaction_channel,transaction_status,transaction_country,transaction_city,device_id,ip_address,is_international,is_card_present,account_id,account_type,account_status,current_balance,account_currency,customer_id,customer_name,customer_country,customer_city,customer_segment,kyc_risk_rating,days_since_onboarding,merchant_id,merchant_name,merchant_category,merchant_country,merchant_city,merchant_risk_rating,merchant_is_online,fraud_label,prior_account_avg_amount,prior_account_std_amount,prior_account_max_amount,account_transaction_sequence,transactions_last_hour,transactions_last_24h,amount_z_score,amount_to_prior_avg_ratio,merchant_risk_score,kyc_risk_score,country_mismatch_flag,night_transaction_flag,high_risk_merchant_flag,card_not_present_flag,international_card_not_present_flag,velocity_flag,sudden_spend_increase_flag,above_prior_max_flag,prior_unique_merchant_count,new_merchant_flag,triggered_rule_count
1018,2026-01-08 00:06:00,2026-01-08,0,499.0,USD,Purchase,Card Not Present,Approved,US,Dallas,dev-mia-02,172.58.19.33/32,False,False,106,Checking,Open,760.32,USD,5,Mia Garcia,US,Miami,Student,Low,1228,214.0,Digital Gift Cards Now,Gift Cards,US,Dallas,High,True,True,288.72,297.38082789581443,499.0,3,2.0,3.0,0.7071067811865475,1.7283180936547518,3,1,False,True,True,True,False,False,False,False,2,False,2
1006,2026-01-08 08:35:00,2026-01-08,8,35.75,CAD,Purchase,Card Present,Approved,CA,Toronto,dev-liam-01,99.230.10.45/32,False,True,103,Checking,Open,2300.5,CAD,2,Liam Patel,CA,Mississauga,Retail,Medium,1679,201.0,Maple Grocery Market,Grocery,CA,Toronto,Low,False,False,,,,1,1.0,1.0,,,1,2,False,False,False,False,False,False,False,False,0,True,1
1007,2026-01-09 07:58:00,2026-01-09,7,52.15,USD,Purchase,Card Present,Approved,US,Buffalo,dev-liam-01,99.230.10.45/32,True,True,103,Checking,Open,2300.5,CAD,2,Liam Patel,CA,Mississauga,Retail,Medium,1680,203.0,Metro Fuel Stop,Fuel,US,Buffalo,Low,False,False,35.75,,35.75,2,1.0,2.0,,1.4587412587412587,1,2,True,False,False,False,False,False,False,True,1,True,3
1028,2026-01-09 16:55:00,2026-01-09,16,24.99,CAD,Purchase,Card Present,Approved,CA,Calgary,dev-emma-01,99.245.88.12/32,False,True,110,Checking,Open,1425.44,CAD,9,Emma Martinez,CA,Calgary,Retail,Medium,1013,215.0,Downtown Pharmacy,Pharmacy,CA,Calgary,Low,False,False,,,,1,1.0,1.0,,,1,2,False,False,False,False,False,False,False,False,0,True,1
1008,2026-01-09 23:47:00,2026-01-09,23,2200.0,USD,Purchase,Card Not Present,Approved,MT,Valletta,unknown-device-12,45.83.64.9/32,True,False,103,Checking,Open,2300.5,CAD,2,Liam Patel,CA,Mississauga,Retail,Medium,1680,204.0,Global Crypto Exchange,Crypto Exchange,MT,Valletta,High,True,True,43.95,11.596551211459376,52.15,3,1.0,2.0,185.921655558202,50.05688282138794,3,2,True,False,True,True,True,False,True,True,2,True,6
1009,2026-01-10 00:03:00,2026-01-10,0,1800.0,USD,Purchase,Card Not Present,Approved,CW,Willemstad,unknown-device-12,45.83.64.9/32,True,False,103,Checking,Open,2300.5,CAD,2,Liam Patel,CA,Mississauga,Retail,Medium,1681,211.0,Offshore Betting Hub,Gaming,CW,Willemstad,High,True,True,762.6333333333333,1244.8230560338018,2200.0,4,2.0,3.0,0.8333446762882726,2.3602430176144065,3,2,True,True,True,True,True,False,False,False,3,True,5
1026,2026-01-10 09:30:00,2026-01-10,9,1200.0,USD,Payment,Online Banking,Approved,US,Seattle,dev-lucas-01,76.121.33.45/32,False,False,109,Business Checking,Open,40320.19,USD,8,Lucas Wilson,US,Seattle,Small Business,High,3523,209.0,Cloud Software Pro,Software,US,Seattle,Low,True,False,1200.0,,1200.0,2,1.0,1.0,,1.0,1,3,False,False,False,True,False,False,False,False,1,False,0
1029,2026-01-10 11:13:00,2026-01-10,11,97.33,CAD,Purchase,Card Present,Approved,CA,Toronto,dev-emma-01,99.245.88.12/32,False,True,110,Checking,Open,1425.44,CAD,9,Emma Martinez,CA,Calgary,Retail,Medium,1014,201.0,Maple Grocery Market,Grocery,CA,Toronto,Low,False,False,24.99,,24.99,2,1.0,2.0,,3.8947579031612647,1,2,False,False,False,False,False,False,True,True,1,True,3
1003,2026-01-10 13:26:00,2026-01-10,13,420.55,CAD,Purchase,Card Not Present,Approved,CA,Vancouver,dev-ava-02,70.48.12.91/32,False,False,102,Credit Card,Open,-1240.18,CAD,1,Ava Johnson,CA,Toronto,Premier,Low,2490,202.0,Northstar Electronics,Electronics,CA,Vancouver,Medium,True,False,,,,1,1.0,1.0,,,2,1,False,False,False,True,False,False,False,False,0,True,1
1030,2026-01-10 23:58:00,2026-01-10,23,700.0,CAD,Withdrawal,ATM,Approved,CA,Calgary,unknown-atm-card,99.245.88.12/32,False,True,110,Checking,Open,1425.44,CAD,9,Emma Martinez,CA,Calgary,Retail,Medium,1014,206.0,QuickCash ATM Network,ATM,US,Chicago,Medium,False,True,61.16,51.152104551034846,97.33,3,1.0,2.0,12.489026709793034,11.445389143230871,2,2,False,False,False,False,False,False,True,True,2,True,3
1004,2026-01-11 02:14:00,2026-01-11,2,4890.0,GBP,Purchase,Card Not Present,Approved,GB,London,unknown-device-77,185.220.101.14/32,True,False,102,Credit Card,Open,-1240.18,CAD,1,Ava Johnson,CA,Toronto,Premier,Low,2491,207.0,Luxury Watch House,Luxury Goods,GB,London,High,True,True,420.55,,420.55,2,1.0,2.0,,11.627630483890144,3,1,True,True,True,True,True,False,True,True,1,True,7
1005,2026-01-11 02:21:00,2026-01-11,2,950.0,USD,Purchase,Card Not Present,Approved,US,Dallas,unknown-device-77,185.220.101.14/32,True,False,102,Credit Card,Open,-1240.18,CAD,1,Ava Johnson,CA,Toronto,Premier,Low,2491,214.0,Digital Gift Cards Now,Gift Cards,US,Dallas,High,True,True,2655.275,3160.378403174215,4890.0,3,2.0,3.0,-0.5395793738772735,0.3577783845364416,3,1,True,True,True,True,True,False,False,False,2,True,5
1027,2026-01-12 01:17:00,2026-01-12,1,7600.0,USD,Transfer,Online Banking,Approved,CW,Willemstad,unknown-device-11,198.98.51.42/32,True,False,109,Business Checking,Open,40320.19,USD,8,Lucas Wilson,US,Seattle,Small Business,High,3525,211.0,Offshore Betting Hub,Gaming,CW,Willemstad,High,True,True,1200.0,0.0,1200.0,3,1.0,1.0,,6.333333333333333,3,3,True,True,True,True,True,False,True,True,1,True,7
